title,console,alcohol_reference,animated_blood,blood,blood_and_gore,cartoon_violence,crude_humor,drug_reference,fantasy_violence,intense_violence,language,lyrics,mature_humor,mild_blood,mild_cartoon_violence,mild_fantasy_violence,mild_language,mild_lyrics,mild_suggestive_themes,mild_violence,no_descriptors,nudity,partial_nudity,sexual_content,sexual_themes,simulated_gambling,strong_janguage,strong_sexual_content,suggestive_themes,use_of_alcohol,use_of_drugs_and_alcohol,violence,esrb_rating,Unnamed: 34,Unnamed: 35,Unnamed: 36,index,release_date,publishers,developers,rating,metascritic_score,users_score,genres
Yakuza 4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,M,,,,2973,2011/03/15,Sega,Ryu ga Gotoku Studios,M,78.0,8.1,"Action Adventure, Modern, Modern, Open-World"
Heroland,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,,,,1139,2019/12/03,XSEED Games,FuRyu,T,73.0,0.0,"Role-Playing, Japanese-StyleRole-Playing, Japanese-Style"
NARCOS: Rise of the Cartels,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,,,,1578,2019/11/22,Curve Digital,Kuju Entertainment,M,63.0,2.6,"Action, Strategy, Turn-Based, General, Tactics"
Umihara Kawase Fresh!,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2780,2020/10/30,Nicalis,Success,E10+,0.0,0.0,"Action, General"
BoxVR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,385,2019/04/30,FitXR,FitXR,E10+,81.0,6.3,"Sports, Miscellaneous, Exercise / Fitness, Individual, Combat, Boxing / Martial Arts"
Raging Loop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,M,,,,1919,2019/10/22,PQube,Kemco,M,79.0,7.1,"Adventure, Visual Novel"
The Outer Worlds,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,M,,,,2596,2019/10/25,Private Division,Obsidian Entertainment,M,85.0,8.2,"Role-Playing, Western-StyleRole-Playing, Western-StyleRole-Playing, Western-Style"
Beholder 2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,M,,,,319,2020/04/09,Alawar Premium,E-Home Entertainment,M,0.0,0.0,"Strategy, General"
Destiny Connect: Tick-Tock Travelers,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,664,2019/10/22,NIS America,Nippon Ichi Software,E10+,0.0,6.5,"Role-Playing, General"
Ice Age: Scrat's Nutty Adventure,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,1203,2022/09/23,Outright Games,Just Add Water,,0.0,0.0,"Action Adventure, General"
Marenian Tavern Story: Patty and the Hungry God,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,1447,2019/05/22,Kemco,Kemco,E10+,0.0,0.0,"Action, Role-Playing, General, Japanese-Style"
Bee Simulator,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,318,2019/11/14,Varsav Game Studios,Varsav Game Studios,E,58.0,5.6,"Simulation, Action Adventure, General, Open-World"
Spirit Hunter: NG,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,M,,,,2264,2019/10/10,Aksys Games,Experience Inc.,M,0.0,8.4,"Adventure, Visual NovelAdventure, Visual Novel"
Dead by Daylight: Nightmare Edition,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,M,,,,616,TBA,Starbreeze,Behaviour Interactive,M,0.0,0.0,"Action Adventure, Survival"
DOOM Eternal,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,,,,563,2021/06/29,Bethesda Softworks,Bethesda Softworks,M,0.0,8.6,"Action, Shooter, First-Person, Arcade"
Overpass,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,1737,2020/03/17,Bigben Interactive,Zordix Racing,E,63.0,4.4,"Racing, Simulation, AutomobileRacing, Simulation, Automobile"
Death Stranding,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,M,,,,623,2020/07/14,505 Games,Kojima Productions,M,86.0,7.8,"Action, Action Adventure, General, Open-World"
The Alliance Alive HD Remastered,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2467,2020/01/16,NIS America,Cattle Call,E10+,0.0,6.8,"Role-Playing, Japanese-Style"
Trine 4: The Nightmare Prince,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2752,2019/10/08,Modus Games,"Frozenbyte, Inc.",E10+,81.0,8.0,"Action, Platformer, 2DAction, Platformer, 2DAction, Platformer, 2D"
Trine Series 1-3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,ET,,,,2753,TBA,GameTrust,"Frozenbyte, Inc.",E10+,0.0,0.0,"Miscellaneous, Compilation"
Sid Meier's Civilization VI,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,ET,,,,2177,2019/11/22,2K Games,Aspyr,E10+,87.0,6.6,"Strategy, Turn-Based, 4XStrategy, Turn-Based, 4X"
Lifeless Planet: Premier Edition,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,1362,2016/07/19,Serenity Forge,Stage 2 Studios,T,60.0,4.6,"Action Adventure, General"
Terminator: Resistance,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,M,,,,2448,2019/12/10,Reef Entertainment,Teyon,M,55.0,8.2,"Action, Shooter, First-Person, ArcadeAction, Shooter, First-Person, Arcade"
Battle Princess Madelyn,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,307,2018/12/20,Limited Run Games,Causal Bit Games,E10+,63.0,5.0,"Action, Platformer, 2D"
DayZ,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,,,,600,2019/05/30,Bohemia Interactive,"""Dean Rocket Hall""",M,31.0,2.9,"Sci-Fi, Action, Action Adventure, Shooter, Survival, First-Person, Arcade"
Paranoia: Happiness is Mandatory,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,1756,TBA,Maximum Games,Black Shamrock,T,0.0,0.0,"Role-Playing, Action RPG"
Street Outlaws: The List,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2321,2019/11/29,GameMill Entertainment,"Discovery Channel Multimedia, Team6 Game Studios",E10+,0.0,0.0,"Racing, Arcade, Automobile"
The Sojourn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,2653,2019/09/20,Iceberg Interactive,Shifting Tides,E,78.0,6.7,"Adventure, 3D, First-PersonAdventure, 3D, First-PersonAdventure, 3D, First-Person"
Wandersong,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2862,2019/09/06,Humble Games,Dumb and Fat Games,,0.0,7.6,"Action, Platformer, 2D"
Wattam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2894,2019/12/17,Annapurna Interactive,Funomena,E10+,74.0,6.6,"Adventure, 3D, Third-PersonAction, Action Adventure, Adventure, General, 3D, Linear, Third-Person"
Greedfall,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,M,,,,1066,2019/09/10,Maximum Games,Spiders,M,78.0,7.7,"Role-Playing, Action RPGRole-Playing, Action RPG"
Torchlight II,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,2728,2019/09/03,Perfect World Entertainment,Panic Button,T,80.0,7.4,"Role-Playing, Action RPGRole-Playing, Action RPG"
MARS ODYSSEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,1382,2019/12/03,Game Solutions 2,"Steel Wool Games, Inc., Steel Wool Games",E,0.0,0.0,"Adventure, 3D, First-Person"
Super Street: The Game,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,,,,2376,2018/09/11,"Lion Castle,Motor Trend Group,Lion Castle","Team6 Game Studios, Motor Trend Group",T,37.0,6.3,"Racing, Simulation, AutomobileRacing, Simulation, AutomobileRacing, Simulation, Automobile"
Asdivine Hearts II,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T,,,,240,2019/01/15,Kemco,Kemco,T,0.0,0.0,"Role-Playing, Japanese-Style"
FIFA 20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,838,2019/09/27,Electronic Arts,Electronic Arts,E,72.0,1.4,"Sports, Team, Soccer, Sim"
Blacksad: Under the Skin,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,M,,,,343,2019/11/05,Microids,Pendulo Studios,M,69.0,7.8,"Adventure, 3D, First-PersonAdventure, 3D, First-PersonAdventure, 3D, First-Person"
Farmer's Dynasty,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,878,2019/11/21,Toplitz Productions,UMEO Studios,E,0.0,7.3,"Simulation, Virtual, CareerSimulation, Virtual, CareerSimulation, Virtual, Career"
Gunvolt Chronicles: Luminous Avenger iX,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,,,,1086,2019/12/19,Inti Creates,Inti Creates,T,0.0,0.0,"Action, Platformer, 2D"
Northgard,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ET,,,,1675,2019/10/04,Shiro Games,Shiro Games,E10+,0.0,0.0,"Strategy, Turn-Based, Real-Time, 4X, Command"
Shadowgate,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,2147,2019/04/11,Zojoi Studios,Abstraction Games,T,0.0,0.0,"Adventure, Point-and-ClickAdventure, Point-and-Click"
Call of Duty®: Modern Warfare®,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,M,,,,433,2019/10/25,Activision,Infinity Ward,M,81.0,3.9,"Action, Shooter, First-Person, ArcadeAction, Shooter, First-Person, ArcadeAction, Shooter, First-Person, Arcade"
Concrete Genie,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,502,2019/10/08,Sony Interactive Entertainment,Pixel Opus,E10+,75.0,8.1,"Adventure, 3D, Third-Person"
GRID,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,975,2019/10/11,Codemasters,Codemasters,E,79.0,6.0,"Racing, Simulation, AutomobileRacing, Simulation, Automobile"
NHL 20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,1603,2019/09/10,Electronic Arts,Electronic Arts,E10+,85.0,4.3,"Sports, Team, Ice Hockey, SimSports, Team, Ice Hockey, Sim"
Neverwinter Nights Enhanced Edition,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,M,,,,1638,2019/12/03,Skybound Games,Beamdog,M,63.0,3.6,"Role-Playing, Western-StyleRole-Playing, Western-Style"
INSIDE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,,,,1198,2016/08/23,PLAYDEAD,PLAYDEAD,M,91.0,8.5,"Action, Platformer, 2D"
Rugby 20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,2043,2020/01/23,Bigben Interactive,Bigben Interactive,E,57.0,3.5,"Sports, Team, RugbySports, Team, RugbySports, Team, Rugby"
Disney Classic Games: Aladdin and The Lion King,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,695,2019/10/29,Nighthawk Interactive,Digital Eclipse,E10+,77.0,6.7,"Miscellaneous, CompilationMiscellaneous, CompilationMiscellaneous, Compilation"
CarX Drift Racing Online,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,443,TBA - Early Access,CarX Technologies,CarX Technologies,E,0.0,0.0,"Racing, Arcade, Automobile"
My Friend Pedro ,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,,,,1565,2019/12/05,Devolver Digital,DeadToast Entertainment,M,76.0,7.3,"Action, Platformer, 2D"
Sayonara Wild Hearts,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2118,2020/02/25,Annapurna Interactive,Simogo,T,85.0,6.9,"Action, Rhythm, Music"
The Sims™ 4 Realm of Magic,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,T,,,,2633,2019/10/15,Electronic Arts,Maxis,T,0.0,0.0,"Simulation, Virtual, Virtual Life"
Utawarerumono: ZAN,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T,,,,2794,2019/09/10,NIS America,"Tamsoft, Aqua Plus",T,59.0,3.8,"Action, Role-Playing, General, Action RPG"
Marvel's Spider-Man,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,1455,2018/09/07,Sony Interactive Entertainment,Insomniac Games,T,87.0,0.0,"Action Adventure, Open-World"
NBA 2K20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,1592,2019/09/06,2K Games,Visual Concepts,E,80.0,1.6,"Sports, Team, Basketball, SimSports, Team, Basketball, SimSports, Team, Basketball, Sim"
Aggelos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,158,2019/07/12,PQube,LookAtMyGame,E,72.0,5.6,"Action, Platformer, 2DAction, Platformer, 2D"
TOKYO CHRONOS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,,,,2416,2019/08/26,Sekai Project,Sekai Project,M,0.0,0.0,"Adventure, General"
WRC 8 FIA World Rally Championship,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,2844,2019/09/10,Bigben Interactive,Kylotonn,E,79.0,5.7,"Racing, Arcade, Automobile"
Stranded Sails - Explorers of the Cursed Islands,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2316,2019/10/17,rokapublish,Lemonbomb Entertainment,E10+,0.0,7.4,"Action Adventure, General"
Plants vs. Zombies Battle for Neighborville,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,1820,2019/10/18,Electronic Arts,PopCap,E10+,77.0,5.6,"Action, Shooter, Third-Person, TacticalAction, Shooter, Third-Person, TacticalAction, Shooter, Third-Person, Tactical"
Amoeba Battle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,185,2020/03/03,Grab Games,Grab Games,E,0.0,0.0,"Strategy, Real-Time, Command"
VR Ping Pong Pro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,2803,2019/11/12,Merge Games,Reddoll Srl,E,55.0,5.3,"Sports, Individual, OtherSports, Individual, Other"
Timespinner,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,T,,,,2712,2019/06/04,Chucklefish,Lunar Ray Games,T,74.0,3.8,"Action, Platformer, 2D"
Forager,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,925,2020/07/16,Humble Games,HopFrog,E10+,0.0,6.8,"Action Adventure, General"
Everspace: Stellar Edition,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,811,2018/05/22,ROCKFISH Games,GS2 Games,T,0.0,0.0,"Simulation, Action Adventure, Space, Open-World, Combat"
Children of Morta,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,468,2019/10/15,Dead Mage,"Dead Mage Studio, Dead Mage,Dead Mage",T,80.0,8.4,"Role-Playing, Adventure, General, Action RPGRole-Playing, Adventure, General, Action RPG"
Let's Sing Country,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,T,,,,1353,2019/10/25,THQ Nordic,Deep Silver,T,0.0,0.0,"Action, Rhythm, Music"
Ni No Kuni: Wrath of the White Witch Remastered,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ET,,,,1644,2022/09/15,Bandai Namco Games,QLOC,,0.0,0.0,"Role-Playing, Japanese-Style"
Pool Nation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,1827,2022/05/20,Cherry Pop Games,Cherry Pop Games,E,0.0,0.0,"Sports, Individual, Billiards"
Red Faction,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,,,,1953,2016/12/06,Nordic Games Publishing,Volition Inc.,M,0.0,7.3,"Action, Shooter, First-Person, Arcade"
Risk of Rain,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2000,2019/08/30,Gearbox Publishing,Gearbox Publishing,E10+,0.0,0.0,"Action, Platformer, 2D"
Risk of Rain 2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,2002,2020/08/11,Hopoo Games,Hopoo Games,T,85.0,8.3,"Action, Shooter, Third-Person, Arcade"
Slay the Spire ,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2202,2019/08/14,Mega Crit Games,Mega Crit Games,E10+,0.0,6.9,"Strategy, Turn-Based, Card Battle"
Sparklite,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2247,2019/11/15,Merge Games,"Red Blue Games, LLC, Red Blue Games",E10+,73.0,7.2,"Action Adventure, General"
Root Letter: Last Answer,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,M,,,,2040,2019/09/03,PQube,Kadokawa,M,0.0,0.0,"Adventure, Visual Novel"
AeternoBlade II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T,,,,155,TBA,Corecell Technology,Corecell Technology,,0.0,0.0,"Action, Platformer, 2D"
Hunt: Showdown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,,,,1178,2020/02/18,"Deep Silver,Crytek",Crytek,M,81.0,6.9,"Sci-Fi, Third-Person, Arcade, Action, Shooter, First-Person, TacticalSci-Fi, Third-Person, Arcade, Action, Shooter, First-Person, Tactical"
Knights and Bikes,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,1309,2020/11/05,Double Fine Productions,Foam Sword,,0.0,1.3,"Action Adventure, General"
Zombie Army 4: Dead War,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,,,,3008,2020/02/04,U&I Entertainment,Rebellion,M,77.0,6.2,"Action, Shooter, First-Person, Third-Person, ArcadeAction, Shooter, First-Person, Third-Person, Arcade"
Yakuza 3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,M,,,,2972,2010/03/09,Sega,Ryu ga Gotoku Studios,M,79.0,8.1,"Action Adventure, Modern, Modern, Open-World"
Minecraft Dungeons,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,1506,2020/05/26,Xbox Game Studios,Mojang AB,E10+,78.0,7.7,"Action Adventure, Open-World, Role-Playing, Action RPGAction Adventure, Open-World, Role-Playing, Action RPGAction Adventure, Open-World, Role-Playing, Action RPG"
World of Warships: Legends,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T,,,,2947,2021/04/26,Wargaming.net,Wargaming.net,,0.0,0.0,"Simulation, Marine, Combat"
Harvest Moon: Mad Dash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,1113,2020/08/21,Natsume,Natsume,E,0.0,0.0,"Strategy, Management, Business / Tycoon"
Psychonauts,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,T,,,,1860,2021/05/13,Double Fine Productions,Double Fine Productions,,0.0,7.4,"Action, Platformer, 3D"
Whispering Willows,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,,,,2916,2015/08/28,Night Light Interactive,"Abstraction Games, Night Light Interactive",T,57.0,7.1,"Adventure, General"
WWE 2K20,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,T,,,,2852,2019/10/22,2K Games,Visual Concepts,T,45.0,1.7,"Sports, Individual, Combat, WrestlingSports, Individual, Combat, WrestlingSports, Individual, Combat, Wrestling"
Just Dance 2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,1276,TBA,Ubisoft,Ubisoft Paris,E10+,0.0,0.0,"Action, Rhythm, Dancing"
GRIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,978,2019/11/26,Limited Run Games,Nomada Studio,E,82.0,8.3,"Action, Platformer, 2D"
The Sims™ 4 Moschino Stuff Pack,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,T,,,,2627,2019/09/03,Electronic Arts,Maxis,T,0.0,0.0,"Simulation, Virtual, Virtual Life"
The Angry Birds Movie 2 VR: Under Pressure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,2471,2019/08/06,Sony Pictures,XR Games,E,70.0,7.7,"Puzzle, Action"
Lichtspeer: Double Speer Edition,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,1358,2018/06/01,Crunching Koalas,Crunching Koalas,,69.0,6.9,"Action Adventure, General"
Madden NFL 20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,1413,2019/08/02,Electronic Arts,Electronic Arts,,72.0,1.6,"Action, Sports, General, Team, Football, Sim"
ICEY,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,1187,2017/08/08,X.D. Network Inc.,X.D. Network Inc.,E10+,81.0,7.2,"Action, Platformer, 2D"
NASCAR Heat 4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,1584,2019/09/13,704Games,"Monster Games Inc., 704Games",E,0.0,5.3,"Racing, Simulation, Automobile"
No Man's Sky: Beyond,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,1671,2019/08/14,Hello Games,Hello Games,T,83.0,8.3,"Action Adventure, Open-WorldAction Adventure, Open-WorldAction Adventure, Open-World"
The Shapeshifting Detective,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,T,,,,2608,2018/11/06,Wales Interactive,"""DAvekki Studios Limited""",T,77.0,6.8,"Adventure, GeneralAdventure, GeneralAdventure, General"
